ID;Empty Spaces;Negative Space;Interesting Elements;Significant Jumps;Linearity;Leniency;Avg Enemy Comp;Density
356;0,9581032;0,17707846;0,050736494;0,5862069;0,6305732;0,34;0,12337663;0,11904762
357;0,9649036;0,17848755;0,054009818;0,37931034;0,39171973;0,32;0,3877551;0,10714286
358;0,9089891;0,27759513;0,15057282;0,41379312;0,433121;0,3;0,084821425;0,1845238
359;0,69288695;0,573039;0,48608837;0,4827586;0,5063694;0,31;0,1974026;0,61904764
36;0,8900465;0,15667401;0,12922816;0,7241379;0,3678893;0,79;0,43054187;0,5
360;0,9422355;0,18130578;0,055646483;0,62068963;1,0;0,26;0,20357142;0,16071428
361;0,9429912;0,16204791;0,054009818;0,4827586;0,6433121;0,36;0,16285715;0,3452381
362;0,89463264;0,20385158;0,054009818;0,37931034;0,44267514;0,2;0,63979596;0,5595238
363;0,93845755;0,18600282;0,02618658;0,31034482;0,4140127;0,18;0,0;0,32142857
364;0,93845755;0,19304839;0,08183306;0,5862069;0,58280253;0,43;0,24675326;0,2559524
365;0,94903594;0,19633631;0,036006548;0,4827586;0,39490443;0,26;0,5541667;0,11904762
366;0,9150339;0,22076091;0,07855974;0,44827586;0,5605095;0,19;0,39017856;0,32142857
367;0,94525796;0,18224518;0,047463175;0,55172414;0,4808917;0,34;0,27142859;0,16666667
368;0,9475247;0,18929075;0,045826513;0,37931034;0,32165605;0,22;0,28650793;0,13095239
369;0,8455185;0,34100515;0,21767594;0,62068963;0,57961786;0,36;0,23265307;0,3690476
37;0,8882201;0,15516026;0,13450277;0,62068963;0,28827146;0,85;0,4473545;0,53571427
370;0,74804586;0,50821984;0,46317512;0,6896552;0,24522291;0,37;1,0;0,24404761
371;0,8984106;0,17519963;0,024549918;0,4827586;0,5541401;0,3;0,7057143;0,67261904
372;0,8606305;0,3865665;0,2815057;0,37931034;0,433121;0,08;0,23265307;0,011904762
373;0,77298075;0,5007046;0,42716855;0,62068963;0,4840764;0,39;0,38626373;0,26785713
374;0,8137832;0,43212777;0,33387887;0,82758623;0,42038217;0,46;0,78843534;0,22023809
375;0,91201144;0,27712542;0,15548281;0,4827586;0,40445858;0,32;0,58357143;0,125
376;0,9822824;0,1728511;0,02618658;0,41379312;0,46178344;0,24;0,19387755;0,029761905
377;0,90823346;0,21324566;0,062193125;0,37931034;0,37261143;0,25;0,4373016;0,39880952
378;0,9596144;0,18553312;0,06546645;0,41379312;0,5732484;0,31;0,09047619;0,13095239
379;0,82662845;0,40911224;0,32896888;0,62068963;0,544586;0,36;0,7203297;0,1845238
38;0,894308;0,13207543;0,13977739;0,82758623;0,5490885;0,78;0,2837662;0,5714286
380;0,87649816;0,27101928;0,15384614;0,51724136;0,5350318;0,25;0,22207792;0,3690476
381;0,9407243;0,18835135;0,04255319;0,4827586;0,50955415;0,24;0,16285715;0,1845238
382;0,93694633;0,23156412;0,08674304;0,37931034;0,49681526;0,23;0,18095239;0,17857143
383;0,97623765;0,16956317;0,027823241;0,41379312;0,32802546;0,31;0,03015873;0,083333336
384;0,8545857;0,34429312;0,22585924;0,3448276;0,32484075;0,22;0,37321427;0,23809524
385;0,9399687;0,19727573;0,04418985;0,31034482;0,522293;0,19;0,0;0,2797619
386;0,967926;0,16627525;0,02618658;0,37931034;0,5923567;0,22;0,0;0,17261904
387;0,9089891;0,1596994;0,049099836;0,55172414;0,8630573;0,32;0,11309523;0,4107143
388;0,94903594;0,18741193;0,047463175;0,51724136;0,49681526;0,3;0,13571429;0,23809524
389;0,91805625;0,23485205;0,12929623;0,41379312;0,79617834;0,16;0,0;0,16666667
39;0,9162243;0,14153643;0,15032664;0,6896552;0,428289;0,8;0,5181818;0,2857143
390;0,93694633;0,19304839;0,04091653;0,37931034;0,40127388;0,26;0,49761906;0,32738096
391;0,93241274;0,17426023;0,04418985;0,44827586;0,61464965;0,33;0,3102041;0,4107143
392;0,9135227;0,1719117;0,02618658;0,5862069;0,7101911;0,29;0,57987016;0,57738096
393;0,9210787;0,20009395;0,05237316;0,4827586;0,6815287;0,28;0,08142857;0,29761904
394;0,9535696;0,22357914;0,07528641;0,51724136;0,1910828;0,31;0,53316325;0,04761905
395;0,91125584;0,23062472;0,07855974;0,44827586;0,3089172;0,25;0,1974026;0,35714287
396;0,93090147;0,1723814;0,05728314;0,51724136;0,5127388;0,42;0,20357142;0,36309522
397;0,9467692;0,19210897;0,04091653;0,5862069;0,37579614;0,35;0,63979596;0,22619048
398;0,952814;0,17613903;0,02618658;0,4827586;0,6369426;0,27;0,2375;0,23214285
399;0,74880147;0,39267263;0,294599;0,55172414;0,39171973;0,24;0,3445055;0,85119045
4;0,8930904;0,13585983;0,13054681;0,6551724;0,477707;0,74;0,31214285;0,5952381
40;0,8961343;0,13548139;0,13450277;0,51724136;0,40083462;0,74;0,32857144;0,54761904
400;0,9684211;0,19507702;0,037050623;0,37931034;0,18831348;0,32;0,06263737;0,04761905
401;0,9743421;0,20652808;0,03277555;0,06896552;0,08307947;0,06;0,09047619;0,011904762
402;0,96447366;0,20571016;0,03990067;0,3448276;0,044309054;0,22;0,041758243;0,04761905
403;0,95855266;0,1856708;0,011400191;0,20689656;0,23816118;0,2;0,03877551;0,24404761
404;0,9697368;0,20448326;0,03277555;0,1724138;0,02769316;0,07;0,03877551;0,029761905
405;0,9697368;0,19466805;0,018525312;0,10344828;0,044309054;0,12;0,09047619;0,08928572
406;0,98486847;0,16031486;0,017100288;0,20689656;0,23262253;0,32;0,054285716;0,11309524
407;0,9638158;0,18976046;0,017100288;0,2413793;0,06646358;0,18;0,054285716;0,15476191
408;0,9546053;0,20693706;0,037050623;0,20689656;0,09415674;0,14;0,03015873;0,125
409;0,9730263;0,19712184;0,022800382;0,2413793;0,03323179;0,16;0,054285716;0,035714287
41;0,9016134;0,16235061;0,13845874;0,5862069;0,3623984;0,67;0,34742856;0,33333334
410;0,96447366;0,19589496;0,031350527;0,27586207;0,07200222;0,19;0,022619048;0,05357143
411;0,9730263;0,20121151;0,038475644;0,20689656;0,09415674;0,13;0,03877551;0,0
412;0,9618421;0,20571016;0,037050623;0,27586207;0,06646358;0,2;0,024675325;0,083333336
413;0,9684211;0,19957565;0,031350527;0,20689656;0,038770422;0,16;0,03015873;0,05357143
414;0,9763158;0,17013006;0,029925505;0,3448276;0,3323179;0,29;0,033928573;0,0952381
415;0,97039473;0,19957565;0,022800382;0,06896552;0,03323179;0,04;0,0;0,0952381
416;0,9736842;0,20325634;0,029925505;0,03448276;0,016615896;0,03;0,09047619;0,017857144
417;0,95789474;0,19875772;0,021375358;0,13793103;0,14954306;0,15;0,03877551;0,16666667
418;0,9526316;0,20448326;0,034200575;0,27586207;0,08307947;0,28;0,06263737;0,17261904
419;0,97763157;0,19589496;0,019950336;0,10344828;0,011077263;0,03;0,054285716;0,011904762
42;0,8870025;0,15629557;0,14373335;0,5862069;0,2580716;0,81;0,49587914;0,5
420;0,9782895;0,20407428;0,024225406;0,0;0,077540845;-0,01;NaN;0,011904762
421;0,97763157;0,17749147;0,011400191;0,1724138;0,27693158;0,19;0,09047619;0,13690476
422;0,97960526;0,16849421;0,011400191;0,20689656;0,31570202;0,25;0,0;0,14285715
423;0,9565789;0,20448326;0,042750716;0,41379312;0,06646358;0,37;0,06031746;0,071428575
424;0,97171056;0,19589496;0,012825215;0,06896552;0,02769316;0,02;0,0;0,11309524
425;0,9723684;0,20366532;0,02565043;0,10344828;0,09969537;0,08;0,054285716;0,04761905
426;0,9723684;0,21307155;0,0356256;0,06896552;0,0;-0,04;0,0;0,0
427;0,9756579;0,19344115;0,031350527;0,27586207;0,16615894;0,17;0,033928573;0,023809524
428;0,97171056;0,19344115;0,017100288;0,20689656;0,060924947;0,26;0,07402597;0,077380955
429;0,98486847;0,18280801;0,017100288;0,06896552;0,27693158;0,09;NaN;0,04761905
43;0,8991783;0,13245387;0,12659085;0,6896552;0,4063255;0,76;0,48733765;0,54761904
430;0,9394737;0,20243841;0,031350527;0,1724138;0,14954306;0,1;0,03877551;0,30357143
431;0,9638158;0,20979981;0,0356256;0,13793103;0,12738854;0,16;0,09047619;0,083333336
432;0,9690789;0,20571016;0,0356256;0,1724138;0,02769316;0,09;0,03877551;0,029761905
433;0,9611842;0,20448326;0,034200575;0,20689656;0,06646358;0,18;0,03015873;0,0952381
434;0,96710527;0,19957565;0,038475644;0,31034482;0,038770422;0,24;0,045238096;0,041666668
435;0,9618421;0,22043294;0,052725885;0,10344828;0,05538632;-0,0;0,0;0,0
436;0,97763157;0,20162049;0,028500479;0,03448276;0,09415674;0,06;0,0;0,0
437;0,9657895;0,19834875;0,018525312;0,03448276;0,121849895;-0,0;0,0;0,14285715
438;0,9677632;0,19998461;0,027075455;0,1724138;0,13846579;0,11;0,0;0,071428575
439;0,9605263;0,18117216;0,009975168;0,13793103;0,28800887;0,13;0,0;0,27380952
44;0,9083101;0,13699515;0,13977739;0,7241379;0,49143422;0,79;0,43664595;0,39285713
440;0,9598684;0,19957565;0,029925505;0,13793103;0,12738854;0,1;0,054285716;0,13690476
441;0,9684211;0,20571016;0,03277555;0,13793103;0,038770422;0,13;0,033928573;0,035714287
442;0,97894734;0,19957565;0,018525312;0,06896552;0,022154527;0,1;0,054285716;0,011904762
443;0,94934213;0,20202944;0,03277555;0,31034482;0,09969537;0,2;0,045238096;0,20833333
444;0,95855266;0,19834875;0,021375358;0,20689656;0,060924947;0,18;0,03015873;0,1904762
445;0,9657895;0,20448326;0,034200575;0,2413793;0,044309054;0,14;0,054285716;0,041666668
446;0,96644735;0,17626457;0,015675263;0,06896552;0,22154528;0,13;0,0;0,22619048
447;0,9730263;0,19712184;0,015675263;-0,03448276;0,02769316;-0,02;NaN;0,10119048
448;0,9763158;0,17544663;0,011400191;0,03448276;0,18831348;0,06;NaN;0,14285715
449;0,9822368;0,19589496;0,018525312;0,06896552;0,0;0,02;0,09047619;0,0
45;0,8991783;0,12980479;0,13450277;0,6896552;0,35141665;0,76;0,49761906;0,54761904
450;0,95592105;0,19712184;0,031350527;0,2413793;0,18831348;0,14;0,033928573;0,15476191
451;0,9572368;0,19098735;0,018525312;0,1724138;0,24923843;0,16;0,045238096;0,22023809
452;0,9723684;0,19916669;0,02565043;0,13793103;0,11077264;0,14;0,03877551;0,023809524
453;0,97105265;0,20243841;0,038475644;0,27586207;0,17169759;0,19;0,033928573;0,029761905
454;0,96644735;0,16563143;0,011400191;0,20689656;0,29354748;0,24;0,054285716;0,2559524
455;0,95;0,19221425;0,011400191;0,03448276;0,09969537;0,05;0,0;0,30357143
456;0,9697368;0,18199009;0,022800382;0,1724138;0,22154528;0,23;0,054285716;0,14880952
457;0,96447366;0,16031486;0,0;0,06896552;0,29908612;0,18;NaN;0,35714287
458;0,943421;0,21061775;0,0356256;0,1724138;0,16062032;0,1;0,033928573;0,23214285
459;0,9618421;0,21307155;0,045600764;0,20689656;0,02769316;0,08;0,06031746;0,029761905
46;0,9137892;0,1366167;0,13450277;0,7241379;0,477707;0,82;0,3257143;0,42857143
460;0,97105265;0,22125086;0,047025792;0,0;0,07200222;0,01;NaN;0,0
461;0,9638158;0,18976046;0,017100288;0,20689656;0,05538632;0,17;0,08142857;0,125
462;0,9598684;0,19589496;0,031350527;0,37931034;0,23262253;0,23;0,045238096;0,13095239
463;0,9736842;0,19221425;0,0071251197;0,06896552;0,05538632;0,09;0,0;0,125
464;0,9605263;0,18812458;0,019950336;0,1724138;0,27139297;0,12;0,067857146;0,1845238
465;0,9677632;0,1513176;0,008550144;0,10344828;0,34339517;0,28;NaN;0,33333334
466;0,9756579;0,19834875;0,014250239;-0,03448276;0,022154527;-0,0;NaN;0,083333336
467;1,0;0,1513176;0,008550144;0,03448276;0,17169759;0,27;0,0;0,041666668
468;0,9782895;0,17667352;0,018525312;0,06896552;0,16615894;0,16;0,0;0,11309524
469;0,9638158;0,18812458;0,012825215;0,10344828;0,20492938;0,1;0,054285716;0,13095239
47;0,8955256;0,15288962;0,14109604;0,86206895;0,35965297;0,77;0,4473545;0,4642857
470;0,96447366;0,18935148;0,012825215;0,10344828;0,20492938;0,09;0,09047619;0,1845238
471;0,9690789;0,20652808;0,034200575;0,13793103;0,09415674;0,07;0,09047619;0,023809524
472;0,9888158;0,17585559;0,019950336;0,06896552;0,15508169;0,08;NaN;0,011904762
473;0,9822368;0,17053904;0,029925505;0,13793103;0,11077264;0,31;0,045238096;0,05357143
474;0,96447366;0,21797915;0,045600764;0,1724138;0,022154527;0,07;0,03877551;0,023809524
475;0,9486842;0,21184465;0,037050623;0,20689656;0,049847685;0,16;0,06031746;0,20238096
476;0,95328945;0,20325634;0,021375358;0,03448276;0,11077264;0,03;0,09047619;0,22023809
477;0,95789474;0,19425908;0,027075455;0,13793103;0,210468;0,15;0,054285716;0,20833333
478;0,975;0,17421973;0,009975168;0,20689656;0,47632235;0,17;0,0;0,14880952
479;0,9782895;0,16031486;0,019950336;0,37931034;0,28247023;0,41;0,027142858;0,14285715
48;0,86691254;0,17219004;0,15032664;0,8965517;0,22512628;0,67;0,42071426;0,61904764
480;0,9677632;0,19507702;0,029925505;0,2413793;0,17169759;0,1;0,03877551;0,023809524
481;0,975;0,19630392;0,024225406;0,20689656;0,11631127;0,18;0,13571429;0,035714287
482;0,97697365;0,17299283;0,012825215;0,2413793;0,20492938;0,26;0,03877551;0,13095239
483;0,9684211;0,20080256;0,027075455;0,03448276;0,16062032;0,01;NaN;0,10714286
484;0,97960526;0,1770825;0,031350527;0,31034482;0,23816118;0,31;0,03015873;0,035714287
485;0,9861842;0,18158114;0,028500479;0,13793103;0,35447243;0,19;0,0;0,005952381
486;0,97171056;0,20448326;0,018525312;-0,03448276;0,03323179;-0,04;NaN;0,0952381
487;0,9730263;0,19303218;0,03277555;0,31034482;0,18831348;0,29;0,054285716;0,04761905
488;0,98421055;0,18158114;0,022800382;0,2413793;0,16615894;0,24;0,03877551;0,023809524
489;0,97105265;0,1918053;0,022800382;0,2413793;0,11631127;0,17;0,06031746;0,023809524
49;0,8870025;0,15288962;0,14637068;0,7586207;0,36514384;0,64;0,3745714;0,48809522
490;0,96710527;0,17912732;0,017100288;0,10344828;0,1938521;0,16;0,09047619;0,20238096
491;0,9697368;0,21429844;0,038475644;0,06896552;0,016615896;0,05;0,067857146;0,017857144
492;0,9763158;0,18239906;0,022800382;0,37931034;0,1938521;0,28;0,045238096;0,035714287
493;0,9697368;0,20939085;0,02565043;-0,03448276;0,03323179;-0,04;NaN;0,083333336
494;0,9782895;0,195486;0,028500479;0,10344828;0,22708389;0,08;0,0;0,023809524
495;0,9592106;0,20325634;0,029925505;0,10344828;0,22708389;0,07;0,0;0,16666667
496;0,9611842;0,19916669;0,022800382;0,03448276;0,11631127;0,05;0,0;0,1845238
497;0,9611842;0,20448326;0,027075455;0,10344828;0,05538632;0,12;0,09047619;0,13095239
498;0,9657895;0,19098735;0,015675263;0,10344828;0,060924947;0,06;0,09047619;0,125
499;0,9651316;0,19221425;0,021375358;0,2413793;0,077540845;0,2;0,027142858;0,11904762
5;0,8949168;0,15743089;0,14373335;0,6896552;0,35965297;0,79;0,36755952;0,4642857
50;0,90526617;0,1430502;0,13714008;0,7241379;0,43103448;0,74;0,43074533;0,41666666
500;0,9684211;0,19589496;0,034200575;0,31034482;0,038770422;0,22;0,045238096;0,041666668
501;0,9546053;0,19712184;0,02565043;0,13793103;0,1938521;0,13;0,09047619;0,1904762
502;0,9565789;0,19466805;0,011400191;0,03448276;0,07200222;0,04;0,0;0,24404761
503;0,9605263;0,19344115;0,017100288;0,1724138;0,22708389;0,17;0,03015873;0,15476191
504;0,9631579;0,19344115;0,021375358;0,2413793;0,09969537;0,19;0,03015873;0,15476191
505;0,96447366;0,18035422;0,008550144;0,13793103;0,29354748;0,13;0,09047619;0,23214285
506;0,9763158;0,20898189;0,03277555;0,0;0,077540845;-0,04;NaN;0,005952381
507;0,9756579;0,20448326;0,024225406;0,0;0,016615896;-0,05;0,0;0,005952381
508;0,97763157;0,2061191;0,024225406;0,03448276;0,09415674;-0,06;NaN;0,017857144
509;0,98947364;0,16931213;0,004275072;0,06896552;0,18277484;0,14;0,0;0,071428575
51;0,9174419;0,14267175;0,13977739;0,6896552;0,48868874;0,82;0,33605444;0,33333334
510;0,9690789;0,21184465;0,0356256;0,06896552;0,016615896;0,06;0,21714287;0,017857144
511;0,9736842;0,18321699;0,015675263;0,06896552;0,14400443;0,11;0,09047619;0,125
512;0,9565789;0,18976046;0,021375358;0,06896552;0,17723621;0,14;0,09047619;0,24404761
513;0,9684211;0,19834875;0,028500479;0,1724138;0,044309054;0,07;0,03877551;0,05952381
514;0,95855266;0,20039359;0,028500479;0,03448276;0,17723621;-0,05;NaN;0,1904762
515;0,9546053;0,21061775;0,037050623;0,03448276;0,044309054;0,03;0,09047619;0,15476191
516;0,9572368;0,20080256;0,027075455;0,20689656;0,077540845;0,18;0,06031746;0,14285715
517;0,9618421;0,20693706;0,03277555;0,10344828;0,03323179;0,08;0,045238096;0,071428575
518;0,9723684;0,19998461;0,027075455;0,13793103;0,1938521;0,16;0,045238096;0,011904762
519;0,9605263;0,18199009;0,0071251197;0,06896552;0,16062032;0,14;0,09047619;0,2857143
52;0,87482685;0,16083685;0,14373335;0,7586207;0,41730726;0,75;0,43971428;0,64285713
520;0,9677632;0,18648873;0,0028500478;0,06896552;0,14954306;0,09;0,09047619;0,20833333
521;0,9460527;0,20080256;0,0356256;0,3448276;0,09969537;0,23;0,03877551;0,20238096
522;0,9756579;0,1660404;0,027075455;0,20689656;0,17169759;0,36;0,03877551;0,13095239
523;0,9736842;0,19303218;0,024225406;0,2413793;0,09969537;0,08;0,033928573;0,029761905
524;0,9638158;0,2061191;0,037050623;0,2413793;0,13292716;0,19;0,027142858;0,05952381
525;0,9684211;0,20571016;0,034200575;0,20689656;0,044309054;0,2;0,03015873;0,04761905
526;0,9881579;0,15213554;0,004275072;0,10344828;0,18831348;0,27;0,13571429;0,13690476
527;0,9572368;0,20243841;0,027075455;0,10344828;0,121849895;0,12;0,054285716;0,17857143
528;0,9592106;0,21061775;0,048450813;0,2413793;0,08861811;0,12;0,054285716;0,035714287
529;0,9743421;0,18730666;0,011400191;0,10344828;0,11077264;0,15;0,054285716;0,10714286
53;0,9338792;0,1154241;0,1279095;0,6896552;0,41730726;1,0;0,5181818;0,30952382
530;0,95592105;0,21307155;0,03277555;0,06896552;0,06646358;0,04;0,0;0,125
531;0,9822368;0,17790042;0,021375358;0,31034482;0,32124063;0,25;0,067857146;0,035714287
532;0,98157895;0,18771563;0,017100288;0,13793103;0,22154528;0,13;0,0;0,05952381
533;0,9782895;0,20284739;0,028500479;0,06896552;0,15508169;0,05;0,0;0,011904762
534;0,9519737;0,20080256;0,047025792;0,44827586;0,06646358;0,27;0,09579832;0,10119048
535;0,9743421;0,18607976;0,018525312;0,13793103;0,34893382;0,14;0,0;0,11904762
536;0,9684211;0,18648873;0,017100288;0,20689656;0,14400443;0,17;0,03877551;0,13690476
537;0,96447366;0,17912732;0,021375358;0,31034482;0,29354748;0,26;0,033928573;0,19642857
538;0,95789474;0,20121151;0,034200575;0,1724138;0,22708389;0,1;0,0;0,11309524
539;0,97171056;0,18444389;0,029925505;0,27586207;0,19939074;0,25;0,033928573;0,08928572
54;0,8918729;0,15478182;0,15164529;0,7241379;0,43377993;0,8;0,45740741;0,42857143
540;0,9677632;0,19712184;0,0356256;0,27586207;0,19939074;0,2;0,033928573;0,077380955
541;0,97039473;0,19712184;0,021375358;0,06896552;0,17169759;0,05;0,0;0,077380955
542;0,9907895;0,17299283;0,017100288;0,10344828;0,29908612;0,11;NaN;0,023809524
543;0,9875;0,17013006;0,022800382;0,10344828;0,121849895;0,19;0,09047619;0,011904762
544;0,9684211;0,20202944;0,031350527;0,1724138;0,044309054;0,09;0,03877551;0,035714287
545;0,96250004;0,18403491;0,0057000956;0,10344828;0,19939074;0,13;0,067857146;0,22023809
546;0,97039473;0,19303218;0,029925505;0,27586207;0,11631127;0,21;0,04935065;0,035714287
547;0,98486847;0,16440453;0,0071251197;0,10344828;0,31016338;0,15;NaN;0,11309524
548;0,96644735;0,19916669;0,024225406;0,13793103;0,29354748;0,09;0,09047619;0,13095239
549;0,9631579;0,19385013;0,017100288;0,03448276;0,14400443;0,06;0,0;0,16071428
55;0,9016134;0,1430502;0,13845874;0,6551724;0,42554358;0,78;0,51335406;0,44047618
550;0,9631579;0,20939085;0,037050623;0,20689656;0,038770422;0,07;0,033928573;0,065476194
551;0,9592106;0,20448326;0,031350527;0,1724138;0,060924947;0,09;0,03877551;0,13690476
552;0,9684211;0,19344115;0,011400191;0,0;0,049847685;0,03;0,0;0,14285715
553;0,9526316;0,19998461;0,021375358;0,06896552;0,14400443;-0,0;0,0;0,24404761
554;0,9677632;0,1697211;0,018525312;0,13793103;0,23262253;0,29;0,0;0,22023809
555;0,9756579;0,20325634;0,02565043;0,10344828;0,02769316;0,11;0,054285716;0,029761905
556;0,97171056;0,19262323;0,024225406;0,06896552;0,29354748;0,04;NaN;0,11309524
557;0,97039473;0,1918053;0,029925505;0,31034482;0,2603157;0,29;0,04935065;0,04761905
558;0,9618421;0,17994526;0,021375358;0,3448276;0,23816118;0,34;0,11103896;0,14285715
559;0,98355263;0,19712184;0,017100288;0,03448276;0,077540845;-0,01;0,0;0,005952381
56;0,8796971;0,17294693;0,15560125;0,6896552;0,31298044;0,91;0,5778802;0,47619048
560;0,9697368;0,18607976;0,027075455;0,31034482;0,24923843;0,28;0,054285716;0,05357143
561;0,9598684;0,195486;0,0356256;0,27586207;0,210468;0,31;0,024675325;0,125
562;0,9618421;0,20284739;0,024225406;0,10344828;0,13292716;0,09;0,054285716;0,14880952
563;0,96250004;0,20816395;0,03990067;0,1724138;0,060924947;0,15;0,03877551;0,083333336
564;0,9723684;0,20202944;0,018525312;-0,03448276;0,11631127;-0,04;NaN;0,071428575
565;0,9684211;0,20571016;0,03990067;0,2413793;0,022154527;0,15;0,03015873;0,023809524
566;0,95394737;0,20693706;0,024225406;0,06896552;0,22708389;0,1;0,054285716;0,16666667
567;0,9605263;0,19957565;0,02565043;0,1724138;0,060924947;0,14;0,13571429;0,125
568;0,9618421;0,19834875;0,017100288;0,06896552;0,121849895;0,03;0,0;0,0952381
569;0,9651316;0,20530118;0,027075455;0,1724138;0,12738854;0,21;0,03015873;0,0952381
57;0,8912641;0,16121529;0,13582143;0,6896552;0,2965078;0,67;0,54285717;0,45238096
570;0,97039473;0,21061775;0,031350527;0,03448276;0,016615896;-0,02;0,0;0,04761905
571;0,9684211;0,19712184;0,02565043;0,06896552;0,09969537;0,08;0,09047619;0,05357143
572;0,96250004;0,20080256;0,041325696;0,3448276;0,060924947;0,27;0,03877551;0,041666668
573;0,9592106;0,19139633;0,019950336;0,10344828;0,19939074;0,08;0,09047619;0,22023809
574;0,9526316;0,20571016;0,031350527;0,1724138;0,08307947;0,19;0,03015873;0,17261904
575;0,97171056;0,20284739;0,038475644;0,20689656;0,09415674;0,15;0,03877551;0,023809524
576;0,97039473;0,20448326;0,0356256;0,27586207;0,09969537;0,24;0,04935065;0,029761905
577;0,9605263;0,20243841;0,03990067;0,2413793;0,105234;0,17;0,033928573;0,065476194
578;0,9657895;0,17994526;0,012825215;0,1724138;0,43755192;0,08;NaN;0,23809524
579;0,9565789;0,19793977;0,028500479;0,20689656;0,28800887;0,14;0,09047619;0,1845238
58;0,8967432;0,14153643;0,1424147;0,6896552;0,41456184;0,93;0,40124223;0,53571427
580;0,96447366;0,19834875;0,02565043;0,13793103;0,049847685;0,11;0,045238096;0,125
581;0,96250004;0,21307155;0,037050623;0,03448276;0,038770422;0,02;0,0;0,0952381
582;0,95;0,20693706;0,031350527;0,13793103;0,05538632;0,17;0,067857146;0,1904762
583;0,9638158;0,20202944;0,034200575;0,31034482;0,060924947;0,23;0,041758243;0,05952381
584;0,95855266;0,20325634;0,029925505;0,10344828;0,077540845;0,1;0,045238096;0,14285715
585;0,9631579;0,18158114;0,015675263;0,13793103;0,17723621;0,15;0,067857146;0,20833333
586;0,97105265;0,20571016;0,021375358;-0,03448276;0,08307947;-0,02;NaN;0,083333336
587;0,97171056;0,19507702;0,019950336;0,06896552;0,25477707;-0,03;NaN;0,10714286
588;0,9631579;0,1770825;0,02565043;0,31034482;0,2603157;0,26;0,033928573;0,17857143
589;0,94539475;0,19957565;0,019950336;0,10344828;0,07200222;0,06;0,09047619;0,2857143
59;0,9070925;0,1373736;0,12527218;0,62068963;0,49967054;0,86;0,36583853;0,45238096
590;0,97894734;0,19262323;0,019950336;0,13793103;0,09969537;0,15;0,045238096;0,023809524
591;0,9822368;0,1795363;0,019950336;0,2413793;0,19939074;0,17;0,045238096;0,029761905
592;0,9631579;0,18771563;0,028500479;0,31034482;0,20492938;0,26;0,04935065;0,125
593;0,97894734;0,17585559;0,017100288;0,06896552;0,19939074;0,14;NaN;0,13690476
594;0,9782895;0,16931213;0,027075455;0,37931034;0,32677928;0,35;0,027142858;0,08928572
595;0,9572368;0,19712184;0,02565043;0,06896552;0,18831348;0,01;0,0;0,20238096
596;0,9572368;0,20080256;0,028500479;0,1724138;0,05538632;0,13;0,03877551;0,17261904
597;0,96250004;0,21184465;0,03990067;0,20689656;0,049847685;0,12;0,06031746;0,065476194
598;0,95592105;0,20284739;0,027075455;0,20689656;0,16062032;0,15;0,033928573;0,17857143
599;0,9598684;0,21061775;0,038475644;0,20689656;0,05538632;0,12;0,03015873;0,077380955
6;0,8912641;0,15251118;0,1542826;0,79310346;0,3623984;0,81;0,5177249;0,45238096
60;0,88395864;0,1536465;0,14373335;0,79310346;0,48868874;0,8;0,35625;0,5952381
61;0,8882201;0,15251118;0,14768933;0,7241379;0,2910169;0,76;0,43664595;0,54761904
62;0,8888289;0,16348593;0,14900798;0,8965517;0,3623984;0,74;0,5615763;0,45238096
63;0,93448794;0,12110069;0,13450277;0,62068963;0,49143422;0,86;0,29999998;0,25
64;0,88274103;0,14796992;0,14637068;0,9310345;0,4722161;0,78;0,38104394;0,5952381
65;0,86873895;0,15478182;0,15164529;0,7586207;0,33768943;0,77;0,51153845;0,6785714
66;0,88274103;0,17105472;0,13845874;0,82758623;0,2388535;0,76;0,54285717;0,5119048
67;0,8949168;0,15629557;0,145052;0,7586207;0,36514384;0,82;0,48253968;0,44047618
68;0,8790883;0,1585662;0,15164529;0,6896552;0,3623984;0,82;0,4875661;0,54761904
69;0,90587497;0,14418551;0,14373335;0,7586207;0,3623984;0,78;0,5645714;0,3809524
7;0,897352;0,1536465;0,14637068;0,6896552;0,42554358;0,67;0,37482992;0,44047618
70;0,8882201;0,1585662;0,13714008;0,62068963;0,3678893;0,71;0,37012988;0,54761904
71;0,9022222;0,14759147;0,15032664;0,6896552;0,37338018;0,8;0,49565217;0,4047619
72;0,88395864;0,16727033;0,145052;0,7586207;0,285526;0,63;0,43227515;0,47619048
73;0,86873895;0,15780933;0,13977739;0,6551724;0,22238085;0,72;0,6010204;0,6547619
74;0,9107452;0,12488509;0,12922816;0,62068963;0,4118164;0,82;0,41392857;0,47619048
75;0,87787074;0,16954097;0,15164529;0,62068963;0,14550845;0,68;0,46530613;0,48809522
76;0,88152343;0,13964424;0,13714008;0,79310346;0,34043488;0,76;0,4467262;0,6666667
77;0,8955256;0,14532083;0,14768933;0,82758623;0,49417967;0,72;0,35403728;0,47619048
78;0,8888289;0,15743089;0,14900798;1,0;0,4200527;0,79;0,40229592;0,5119048
79;0,87178284;0,15516026;0,1279095;0,6896552;0,35141665;0,73;0,38104394;0,71428573
8;0,8796971;0,14569928;0,13845874;0,79310346;0,34867117;0,79;0,52275133;0,63095236
80;0,8967432;0,14191487;0,145052;0,79310346;0,35690752;0,74;0,36755952;0,47619048
